RutEmpresa,NombreEmpresa,RegionFaena,ProvinciaFaena,ComunaFaena,NombreFaena,CategoriaFaena,IdFaena,RegionInstalacion,ProvinciaInstalacion,ComunaInstalacion,NombreInstalacion,IdTipoInstalacion,TipoInstalacion,RecursoMineroInstalacion,TipoRecursoInstalacion,RecursoPrimarioInstalacion,IdInstalacion,Norte,Este,Cota,Huso,Datum,IdEstado,Estado,Latitud,Longitud,dist_Santiago_km,time_Santiago_min,dist_Valparaíso_km,time_Valparaíso_min,dist_Viña_del_Mar_km,time_Viña_del_Mar_min,dist_Antofagasta_km,time_Antofagasta_min,dist_La_Serena_km,time_La_Serena_min,dist_Coquimbo_km,time_Coquimbo_min,dist_Rancagua_km,time_Rancagua_min,dist_Talca_km,time_Talca_min,dist_Iquique_km,time_Iquique_min,dist_Arica_km,time_Arica_min,dist_Calama_km,time_Calama_min,dist_Copiapó_km,time_Copiapó_min,dist_San_Bernardo_km,time_San_Bernardo_min,dist_Curicó_km,time_Curicó_min,dist_Ovalle_km,time_Ovalle_min,Tiempo_Prt_Antofagasta,Tiempo_Prt_Bahia Agua Fresca,Tiempo_Prt_Bahia De Valdivia,Tiempo_Prt_Bahia De Valparaiso,Tiempo_Prt_Bahia Harris,Tiempo_Prt_Bahia Herradura Guayacan,Tiempo_Prt_Bahia Quintero (Ventanas),Tiempo_Prt_Bahia San Vicente,Tiempo_Prt_Caleta Clarencia,Tiempo_Prt_Caleta Mina Elena,Tiempo_Prt_Caleta Patillos,Tiempo_Prt_Coquimbo,Tiempo_Prt_Coronel,Tiempo_Prt_Huasco,Tiempo_Prt_Iquique,Tiempo_Prt_Lirquen,Tiempo_Prt_Lota,Tiempo_Prt_Mejillones,Tiempo_Prt_Penco,Tiempo_Prt_Port San Juan De La Juan,Tiempo_Prt_Puerto Caldera,Tiempo_Prt_Puerto Calderilla,Tiempo_Prt_Puerto Castro,Tiempo_Prt_Puerto Chacabuco,Tiempo_Prt_Puerto Chanaral,Tiempo_Prt_Puerto De Corral,Tiempo_Prt_Puerto Montt,Tiempo_Prt_Puerto Natales,Tiempo_Prt_Puerto Quemchi,Tiempo_Prt_Puerto San Antonio,Tiempo_Prt_Puerto Sara,Tiempo_Prt_Puerto Williams,Tiempo_Prt_Puerto Yartou,Tiempo_Prt_Punta Delgada,Tiempo_Prt_Rada De Arica,Tiempo_Prt_Rada Punta Arenas,Tiempo_Prt_Talcahuano,Tiempo_Prt_Taltal,Tiempo_Prt_Tocopilla
79626800-K,SQM SALAR S.A.,II,ANTOFAGASTA,ANTOFAGASTA,PLANTA CARBONATO DE LITIO (SQM SALAR),CATEGORIA A,138971,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LABORATORIOS SALAR,8070,MUESTRERA Y/O LABORATORIO,SALMUERA,ROCAS Y MINERALES INDUSTRIALES,SALMUERA,2000003074,7385930.0,371628.0,542,19,PSAD-56,8,ACTIVA,-23.635323131068,-70.2605256146039,1328.4972,1027.1533333333332,1285.0672,1005.3766666666668,1279.1253000000002,997.4316666666668,21.932,25.346666666666668,858.6903000000001,701.545,870.2565999999999,713.3199999999999,1410.5023,1086.63,1580.8037,1195.9883333333337,490.8116,366.5133333333333,701.1646999999999,542.2916666666666,201.9559,137.33333333333334,532.448,438.69166666666666,1343.8865,1038.0766666666666,1518.3585,1154.675,945.5554,779.3233333333334,26.403333333333332,3180.54,1596.7483333333332,1007.2733333333333,3309.5916666666667,720.2800000000001,983.4866666666666,1378.495,3172.275,3236.1916666666666,334.9916666666667,712.6116666666666,1403.875,561.275,374.89166666666665,1362.95,1410.665,67.64166666666667,1363.1883333333333,3213.925,386.3433333333333,398.8016666666666,1884.4516666666668,2500.6433333333334,311.1066666666667,1669.3816666666667,1715.5633333333333,3213.411666666667,1833.4033333333332,1061.4316666666666,3075.8283333333334,4950.488333333333,3318.711666666667,3059.2683333333334,546.5366666666666,3157.2616666666668,1379.4466666666667,185.98833333333332,171.9633333333333
79626800-K,SQM SALAR S.A.,II,EL LOA,SAN PEDRO DE ATACAMA,SQM SALAR S.A. (TOCONAO),CATEGORIA A,138970,ANTOFAGASTA,EL LOA,SAN PEDRO DE ATACAMA,CANCHAS PRODUCTOS TERMINADOS,8073,CANCHA DE ACOPIO,SALMUERA,ROCAS Y MINERALES INDUSTRIALES,SALMUERA,2000003076,7402358.0,567550.0,2300,19,PSAD-56,8,ACTIVA,-23.4906620546677,-68.3404843814538,1576.6423,1404.7133333333334,1533.2123,1382.9366666666667,1527.2704,1374.9916666666666,261.3965,395.5866666666667,1106.8354,1079.105,1118.4018,1090.88,1658.6475,1464.1899999999998,1828.9489,1573.5483333333332,601.0726999999999,588.6933333333333,811.4258000000001,764.4716666666667,217.6925,299.63666666666666,780.5930999999999,816.2516666666667,1592.0316,1415.6366666666663,1766.5036,1532.235,1193.7005,1156.8833333333334,396.6433333333333,3259.7183333333332,1974.3083333333334,1384.8333333333333,3388.77,1097.84,1361.0466666666666,1756.055,3251.4533333333334,3315.3700000000003,571.9666666666667,1090.1716666666666,1781.4350000000002,938.8349999999999,597.0716666666667,1740.51,1788.225,428.4916666666667,1740.7483333333332,3293.108333333333,763.9033333333333,776.3616666666666,2262.0116666666668,2878.2033333333334,688.6666666666666,2046.9416666666666,2093.1233333333334,3292.5950000000003,2210.963333333333,1438.9916666666666,3155.0116666666668,5029.671666666666,3397.895,3138.8816666666667,768.7166666666667,3236.875,1757.0066666666667,563.5483333333334,423.00166666666667
79626800-K,SQM SALAR S.A.,II,EL LOA,SAN PEDRO DE ATACAMA,SQM SALAR S.A. (TOCONAO),CATEGORIA A,138970,ANTOFAGASTA,EL LOA,SAN PEDRO DE ATACAMA,LABORATORIO METALURGICO MOP I,8070,MUESTRERA Y/O LABORATORIO,SALMUERA,ROCAS Y MINERALES INDUSTRIALES,SALMUERA,2000003080,7402561.0,567733.0,2300,19,PSAD-56,8,ACTIVA,-23.4888209496341,-68.3387014543402,1576.6423,1404.7133333333334,1533.2123,1382.9366666666667,1527.2704,1374.9916666666666,261.3965,395.5866666666667,1106.8354,1079.105,1118.4018,1090.88,1658.6475,1464.1899999999998,1828.9489,1573.5483333333332,601.0726999999999,588.6933333333333,811.4258000000001,764.4716666666667,217.6925,299.63666666666666,780.5930999999999,816.2516666666667,1592.0316,1415.6366666666663,1766.5036,1532.235,1193.7005,1156.8833333333334,396.6433333333333,3259.7183333333332,1974.3083333333334,1384.8333333333333,3388.77,1097.84,1361.0466666666666,1756.055,3251.4533333333334,3315.3700000000003,571.9666666666667,1090.1716666666666,1781.4350000000002,938.8349999999999,597.0716666666667,1740.51,1788.225,428.4916666666667,1740.7483333333332,3293.108333333333,763.9033333333333,776.3616666666666,2262.0116666666668,2878.2033333333334,688.6666666666666,2046.9416666666666,2093.1233333333334,3292.5950000000003,2210.963333333333,1438.9916666666666,3155.0116666666668,5029.671666666666,3397.895,3138.8816666666667,768.7166666666667,3236.875,1757.0066666666667,563.5483333333334,423.00166666666667
96919150-4,NAVIERA ULTRANAV CHILE LIMITADA,XII,MAGALLANES,RIO VERDE,MINA INVIERNO,CATEGORIA D,12771,MAGALLANES Y DE LA ANTARTICA CHILENA,MAGALLANES,RIO VERDE,EDIFICIO AREA 100,1348,ADMINISTRACIÓN - OFICINA,CARBÓN,RECURSOS ENERGÉTICOS,CARBÓN,2000008107,4138209.0,322916.0,55,19,SAD-69,169,INACTIVA,-52.8768062435022,-71.6322330977232,3043.769,2230.0950000000003,3150.0686,2301.9966666666664,3153.3255,2310.32,4372.8832,3259.758333333333,3511.9903,2552.4033333333336,3501.9956,2542.6583333333333,2958.5786000000003,2173.9316666666664,2791.5547,2062.2433333333333,4738.0749000000005,3516.9866666666667,4948.428,3692.765,4354.6947,3227.93,3845.8171,2825.423333333333,3028.3639,2217.063333333333,2853.7046,2102.375,3446.5254,2507.883333333333,3260.1216666666664,199.125,1702.9416666666666,2304.9733333333334,479.595,2541.4983333333334,2348.741666666667,2012.2383333333335,342.27833333333336,121.15666666666667,3500.266666666667,2542.4283333333337,2023.8916666666667,2758.9733333333334,3525.3633333333332,2002.9633333333334,2016.3516666666667,3313.65,2001.5433333333335,232.515,2876.08,2885.2283333333335,1848.3066666666666,1161.7,2938.8333333333335,1756.1716666666666,1679.4183333333335,251.72333333333333,1797.2583333333334,2274.31,190.92166666666665,1969.0783333333334,488.72,229.27,3697.673333333333,175.845,2013.9316666666666,3065.8450000000003,3351.9583333333335
76246754-2,ALONSO ALVARO BERRIOS SANTANDER MINERÍA E.I.R.L,II,ANTOFAGASTA,TALTAL,"MINA LA PERDIDA  1 AL 20, PIQUE 1 Y 3",CATEGORIA C,114690,ANTOFAGASTA,ANTOFAGASTA,TALTAL,BOTADERO DE ESTÉRIL,1337,DEPÓSITO RMM - ESTÉRILES,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000011079,7190788.0,378995.0,1324,19,PSAD-56,8,ACTIVA,-25.3979238609699,-70.2050079346595,1121.4685,881.4966666666667,1078.0386,859.7199999999999,1072.0967,851.775,262.8975,240.24,651.6617,555.8883333333334,663.228,567.6633333333334,1203.4737,940.9733333333334,1373.7751,1050.3316666666667,749.1403,593.01,959.4934,768.7883333333334,460.2846,363.83,325.4193,293.035,1136.8579,892.42,1311.3299,1009.0183333333332,738.5268000000001,633.6666666666666,240.605,3034.883333333333,1451.0916666666667,861.6166666666667,3163.935,574.6233333333333,837.83,1232.8383333333334,3026.6183333333333,3090.5350000000003,561.4883333333333,566.955,1258.2183333333335,415.6183333333333,601.3883333333334,1217.2933333333335,1265.0083333333334,294.1383333333333,1217.5316666666665,3068.2683333333334,240.68666666666667,253.145,1738.7949999999998,2354.9866666666667,165.45,1523.725,1569.9066666666665,3067.7549999999997,1687.7466666666667,915.775,2930.1716666666666,4804.831666666667,3173.055,2913.6116666666667,773.0333333333333,3011.605,1233.79,72.14,398.46
76013955-6,SEMINCO LTDA.,II,ANTOFAGASTA,ANTOFAGASTA,MINA CALETA 6 DEL 1 AL 20,CATEGORIA C,20007206,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,MINA SUBTERRANEA,1291,MINA SUBTERRANEA,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000011191,7325407.0,349682.0,873,19,PSAD-56,169,INACTIVA,-24.17989848326,-70.4818410890966,1291.6849,1103.0916666666667,1248.2549,1081.315,1242.313,1073.37,90.0963,189.555,821.878,777.4833333333333,833.4443,789.2583333333333,1373.69,1162.5683333333334,1543.9914,1271.9266666666667,576.3391,542.325,786.6922,718.1033333333332,287.4834,313.14500000000004,495.6357,514.63,1307.0742,1114.015,1481.5462,1230.6133333333337,908.7431,855.2616666666667,189.92000000000002,3256.4783333333335,1672.6866666666667,1083.2116666666666,3385.5299999999997,796.2183333333334,1059.425,1454.4333333333334,3248.213333333333,3312.1299999999997,510.80333333333334,788.55,1479.8133333333333,637.2133333333334,550.7033333333333,1438.8883333333333,1486.6033333333332,243.45333333333335,1439.1266666666668,3289.8633333333332,462.2816666666667,474.74,1960.3899999999999,2576.5816666666665,387.045,1745.32,1791.5016666666668,3289.35,1909.3416666666667,1137.37,3151.766666666667,5026.426666666666,3394.65,3135.2066666666665,722.3483333333334,3233.2,1455.385,261.9266666666667,347.775
78097950-K,GUANACO COMPAÑIA MINERA SpA,II,ANTOFAGASTA,TALTAL,MINA GUANACO,CATEGORIA B,26450,ANTOFAGASTA,ANTOFAGASTA,TALTAL,BODEGA,1350,TALLERES Y MAESTRANZA,ORO - PLATA,RECURSOS MINERALES METÁLICOS,ORO,2000012144,7223156.0,447469.0,2708,19,PSAD-56,8,ACTIVA,-25.1096369151013,-69.5230643736854,1197.6364,984.4416666666668,1154.2063999999998,962.665,1148.2645,954.72,224.0229,261.2916666666667,727.8295,658.8333333333334,739.3959,670.6083333333333,1279.6416000000002,1043.9183333333333,1449.943,1153.2766666666669,710.2656999999999,614.0616666666666,920.6188,789.84,421.41,384.8816666666667,401.5872,395.98,1213.0257,995.365,1387.4977,1111.9633333333334,814.6945999999999,736.6116666666666,261.65666666666664,3137.8283333333334,1554.0366666666666,964.5616666666666,3266.8799999999997,677.5683333333333,940.775,1335.7833333333333,3129.563333333333,3193.48,582.5400000000001,669.9,1361.1633333333334,518.5633333333333,622.44,1320.2383333333335,1367.9533333333334,315.19,1320.4766666666667,3171.213333333333,343.6316666666667,356.09000000000003,1841.74,2457.9316666666664,268.39500000000004,1626.6699999999998,1672.8516666666667,3170.7,1790.6916666666666,1018.7199999999999,3033.116666666667,4907.776666666667,3276.0,3016.5566666666664,794.0849999999999,3114.55,1336.7350000000001,191.79833333333332,419.51166666666666
78097950-K,GUANACO COMPAÑIA MINERA SpA,II,ANTOFAGASTA,TALTAL,MINA GUANACO,CATEGORIA B,26450,ANTOFAGASTA,ANTOFAGASTA,TALTAL,PILAS LIXIVIACIÓN,1306,PLANTA EXTRACCIÓN POR SOLVENTES,ORO - PLATA,RECURSOS MINERALES METÁLICOS,ORO,2000012146,7224687.0,446093.0,2763,19,PSAD-56,8,ACTIVA,-25.0957626854228,-69.536651215623,1194.4273,971.3783333333332,1150.9973,949.6016666666668,1145.0554,941.6566666666666,220.6747,247.66833333333332,724.6204,645.77,736.1867,657.545,1276.4324,1030.855,1446.7338,1140.2133333333334,706.9175,600.4383333333334,917.2706,776.2166666666667,418.0618,371.2583333333333,398.3781,382.9166666666667,1209.8166,982.3016666666666,1384.2886,1098.9,811.4855,723.5483333333334,248.03333333333333,3124.765,1540.9733333333331,951.4983333333333,3253.8166666666666,664.505,927.7116666666666,1322.72,3116.5,3180.4166666666665,568.9166666666666,656.8366666666666,1348.1,505.5,608.8166666666667,1307.175,1354.8899999999999,301.56666666666666,1307.4133333333334,3158.15,330.5683333333333,343.02666666666664,1828.6766666666667,2444.8683333333333,255.33166666666665,1613.6066666666666,1659.7883333333334,3157.6366666666668,1777.6283333333333,1005.6566666666666,3020.0533333333337,4894.713333333333,3262.936666666667,3003.4933333333333,780.4616666666666,3101.4866666666667,1323.6716666666666,178.735,405.8883333333333
76591160-5,MINERA FLORIDA LTDA.,RM,MELIPILLA,ALHUE,MINERA FLORIDA,CATEGORIA A,27550,METROPOLITANA DE SANTIAGO,MELIPILLA,ALHUE,RECINTO MANTENCION PLANTA,1350,TALLERES Y MAESTRANZA,ORO - COBRE - PLATA,RECURSOS MINERALES METÁLICOS,ORO,2000015066,6232400.0,312985.0,299,19,PSAD-56,8,ACTIVA,-34.0352346827977,-71.0279576975212,142.451,132.215,190.562,175.57333333333332,193.8189,183.89666666666665,1473.3999,1163.3983333333333,612.507,456.0433333333333,602.5124000000001,446.29833333333335,142.5831,147.23333333333332,235.2882,201.43,1959.6427,1516.1683333333335,2169.9958,1691.9466666666667,1670.787,1286.9883333333337,946.3338,729.0633333333334,145.7434,133.775,172.843,160.11666666666667,547.0421,411.52333333333337,1163.7616666666665,2185.9816666666666,602.19,178.55,2315.0333333333333,445.1383333333333,227.38500000000002,383.93666666666667,2177.7166666666667,2241.633333333333,1484.645,446.0683333333333,409.31666666666666,662.6133333333333,1524.5449999999998,368.39166666666665,416.1066666666667,1217.2949999999998,368.63,2219.366666666667,779.725,788.8733333333333,889.8933333333333,1506.085,842.4783333333332,674.8233333333334,721.005,2218.8533333333335,838.8449999999999,107.89833333333333,2081.27,3955.93,2324.1533333333336,2064.7033333333334,1696.1850000000002,2162.6966666666667,384.8816666666667,969.49,1321.6116666666667
61704000-K,CORPORACION NACIONAL DEL COBRE (CODELCO),V,LOS ANDES,LOS ANDES,CODELCO CHILE DIVISION ANDINA,CATEGORIA A,153583,VALPARAISO,LOS ANDES,LOS ANDES,TRANQUE PIUQUENES,1294,DEPÓSITO - TRANQUE DE RELAVES,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000015071,6348800.0,382900.0,2157,19,PSAD-56,8,ACTIVA,-32.9957998454538,-70.2555997441606,125.6198,132.48,181.701,171.82000000000002,175.75910000000002,163.875,1335.5601,1072.2016666666666,474.6673,364.8466666666666,464.6726,355.10166666666663,207.625,191.95666666666665,377.9264,301.315,1821.8029,1424.9716666666668,2032.156,1600.75,1532.9472,1195.7916666666667,808.494,637.8666666666667,141.00910000000002,143.40333333333334,315.4812,260.00166666666667,409.2024,320.32666666666665,1072.565,2285.866666666667,702.075,173.71666666666667,2414.9183333333335,353.94166666666666,161.185,483.82166666666666,2277.601666666667,2341.5183333333334,1393.4483333333333,354.87166666666667,509.20166666666665,571.4166666666666,1433.3483333333331,468.27666666666664,515.9916666666667,1126.0983333333331,468.51500000000004,2319.2516666666666,688.5283333333333,697.6766666666666,989.7783333333333,1605.97,751.2816666666666,774.7083333333334,820.89,2318.7383333333332,938.73,205.75666666666666,2181.155,4055.815,2424.038333333333,2164.5883333333336,1604.9883333333335,2262.5816666666665,484.76666666666665,878.2933333333333,1230.415
79963260-8,MINERA LAS CENIZAS S.A.,II,ANTOFAGASTA,TALTAL,PLANTA DE ÓXIDOS,CATEGORIA B,135707,ANTOFAGASTA,ANTOFAGASTA,TALTAL,ACOPIO MINERAL,1339,DEPÓSITO RMM - MINERAL DE BAJA LEY,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000017194,7147079.0,367890.0,819,19,PSAD-56,8,ACTIVA,-25.7915717409638,-70.3197080281408,1075.2777,827.9816666666667,1031.8478,806.205,1025.9059,798.26,279.005,257.295,605.4709,502.3733333333333,617.0372,514.1483333333333,1157.2829,887.4583333333334,1327.5843,996.8166666666668,765.2478000000001,610.065,975.6009,785.8433333333334,476.3921,380.885,279.2285,239.52,1090.667,838.9050000000001,1265.1391,955.5033333333332,692.336,580.1516666666666,257.66,2981.3683333333333,1397.5766666666668,808.1016666666667,3110.42,521.1083333333333,784.315,1179.3233333333333,2973.1033333333335,3037.02,578.5433333333333,513.44,1204.7033333333334,362.10333333333335,618.4433333333333,1163.7783333333332,1211.4933333333333,311.1933333333333,1164.0166666666667,3014.7533333333336,187.17166666666665,199.63,1685.28,2301.4716666666664,111.935,1470.21,1516.3916666666667,3014.24,1634.2316666666666,862.26,2876.6566666666668,4751.316666666667,3119.54,2860.0966666666664,790.0883333333334,2958.0899999999997,1180.275,63.39333333333333,415.51500000000004
61704000-K,CORPORACION NACIONAL DEL COBRE (CODELCO),V,LOS ANDES,LOS ANDES,CODELCO CHILE DIVISION ANDINA,CATEGORIA A,153583,VALPARAISO,LOS ANDES,LOS ANDES,PLANTA DE PROCESAMIENTO/CAL N°1,1348,ADMINISTRACIÓN - OFICINA,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000022030,6337740.0,383137.0,2832,19,PSAD-56,8,ACTIVA,-33.095562791548,-70.254476725882,136.742,159.17000000000002,192.8232,198.51,186.8813,190.565,1346.6824,1098.8916666666669,485.7895,391.5366666666667,475.7948,381.7916666666667,218.7472,218.64666666666665,389.0486,328.005,1832.9252,1451.6616666666666,2043.2783,1627.4399999999998,1544.0694,1222.4816666666666,819.6163,664.5566666666667,152.1314,170.09333333333333,326.6034,286.69166666666666,420.3246,347.01666666666665,1099.255,2312.5566666666664,728.765,200.40666666666667,2441.608333333333,380.6316666666667,187.875,510.51166666666666,2304.2916666666665,2368.2083333333335,1420.1383333333333,381.56166666666667,535.8916666666667,598.1066666666667,1460.0383333333334,494.96666666666664,542.6816666666667,1152.7883333333334,495.205,2345.9416666666666,715.2183333333334,724.3666666666667,1016.4683333333334,1632.66,777.9716666666667,801.3983333333333,847.58,2345.4283333333337,965.42,232.44666666666666,2207.8450000000003,4082.5049999999997,2450.7283333333335,2191.2783333333336,1631.6783333333333,2289.2716666666665,511.4566666666667,904.9833333333333,1257.105
61704000-K,CORPORACION NACIONAL DEL COBRE (CODELCO),V,LOS ANDES,LOS ANDES,CODELCO CHILE DIVISION ANDINA,CATEGORIA A,153583,VALPARAISO,LOS ANDES,LOS ANDES,PLANTA DE PROCESAMIENTO/LUBRICANTERA 19,1307,PLANTA CONCENTRADORA,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000022031,6337702.0,383152.0,2824,19,PSAD-56,8,ACTIVA,-33.0959070843233,-70.2543208907692,136.742,159.17000000000002,192.8232,198.51,186.8813,190.565,1346.6824,1098.8916666666669,485.7895,391.5366666666667,475.7948,381.7916666666667,218.7472,218.64666666666665,389.0486,328.005,1832.9252,1451.6616666666666,2043.2783,1627.4399999999998,1544.0694,1222.4816666666666,819.6163,664.5566666666667,152.1314,170.09333333333333,326.6034,286.69166666666666,420.3246,347.01666666666665,1099.255,2312.5566666666664,728.765,200.40666666666667,2441.608333333333,380.6316666666667,187.875,510.51166666666666,2304.2916666666665,2368.2083333333335,1420.1383333333333,381.56166666666667,535.8916666666667,598.1066666666667,1460.0383333333334,494.96666666666664,542.6816666666667,1152.7883333333334,495.205,2345.9416666666666,715.2183333333334,724.3666666666667,1016.4683333333334,1632.66,777.9716666666667,801.3983333333333,847.58,2345.4283333333337,965.42,232.44666666666666,2207.8450000000003,4082.5049999999997,2450.7283333333335,2191.2783333333336,1631.6783333333333,2289.2716666666665,511.4566666666667,904.9833333333333,1257.105
61704000-K,CORPORACION NACIONAL DEL COBRE (CODELCO),V,LOS ANDES,LOS ANDES,CODELCO CHILE DIVISION ANDINA,CATEGORIA A,153583,VALPARAISO,LOS ANDES,LOS ANDES,TALLER MECANICO Y SOLDADURA,1350,TALLERES Y MAESTRANZA,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000022032,6356628.0,379957.0,1547,19,PSAD-56,8,ACTIVA,-32.9248872903825,-70.2860706299172,116.7043,111.46666666666668,172.78539999999998,150.80666666666667,166.8435,142.86166666666668,1326.6446,1051.1883333333333,465.7517,343.8333333333333,455.7571,334.0883333333333,198.7094,170.94333333333333,369.0109000000001,280.3016666666666,1812.8874,1403.9583333333333,2023.2405,1579.736666666667,1524.0317,1174.7783333333332,799.5785,616.8533333333332,132.0936,122.39,306.5656,238.9883333333333,400.2868,299.31333333333333,1051.5516666666667,2264.8533333333335,681.0616666666666,152.70333333333335,2393.9049999999997,332.92833333333334,140.17166666666665,462.80833333333334,2256.588333333333,2320.5049999999997,1372.4350000000002,333.85833333333335,488.18833333333333,550.4033333333333,1412.335,447.2633333333333,494.97833333333335,1105.085,447.50166666666667,2298.2383333333332,667.515,676.6633333333334,968.765,1584.9566666666665,730.2683333333333,753.6949999999999,799.8766666666667,2297.725,917.7166666666667,184.74333333333334,2160.141666666667,4034.8016666666667,2403.025,2143.575,1583.975,2241.5683333333336,463.75333333333333,857.2800000000001,1209.4016666666669
77762940-9,ANGLO AMERICAN SUR S.A.,RM,CHACABUCO,COLINA,LOS BRONCES-LAS TÓRTOLAS,CATEGORIA A,131879,METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,PLANTA LAS TÓRTOLAS/TALLER ELECTRICO Y SALA ELECTRICA PRINCIPAL,5031,SUB-ESTACION ELECTRICA,COBRE - MOLIBDENO,RECURSOS MINERALES METÁLICOS,COBRE,2000022036,6332314.0,340986.0,785,19,PSAD-56,8,ACTIVA,-33.1391210967686,-70.7069494266628,43.6841,51.23,147.8774,121.29333333333334,151.1343,129.61666666666667,1329.0008,1049.621666666667,468.1079,342.26666666666665,458.1133,332.52166666666665,125.6893,110.70666666666666,295.9907,220.065,1815.2436,1402.3916666666669,2025.5967,1578.1699999999998,1526.3879,1173.2116666666666,801.9346999999999,615.2866666666666,59.0734,62.15333333333333,233.5454,178.7516666666667,402.6431,297.74666666666667,1049.985,2204.616666666667,620.825,124.27,2333.6683333333335,331.3616666666667,138.605,402.57166666666666,2196.351666666667,2260.2683333333334,1370.8683333333333,332.2916666666667,427.95166666666665,548.8366666666666,1410.7683333333334,387.02666666666664,434.7416666666667,1103.5183333333334,387.26500000000004,2238.0016666666666,665.9483333333334,675.0966666666667,908.5283333333333,1524.72,728.7016666666666,693.4583333333334,739.64,2237.4883333333332,857.48,124.50666666666666,2099.905,3974.565,2342.788333333333,2083.3383333333336,1582.4083333333333,2181.3316666666665,403.51666666666665,855.7133333333334,1207.835
77334250-4,COMPAÑIA MINERA FRESIA,IV,ELQUI,COQUIMBO,FAENA FRESIA,CATEGORIA D,77620,COQUIMBO,ELQUI,COQUIMBO,MINA TANGUE III,1292,MINA RAJO ABIERTO,CARBONATO DE CALCIO BLANCO,ROCAS Y MINERALES INDUSTRIALES,CARBONATOS DE CALCIO,2000024057,6644850.0,258500.0,40,19,PSAD-56,2169,IRREGULAR OPERATIVA,-30.3070015156277,-71.5133860805389,429.0585,304.45,385.6285,282.67333333333335,379.6867,274.7283333333333,921.4716,764.1433333333333,60.5787,56.78833333333333,50.584,47.04333333333333,511.0637,363.9266666666666,681.3651,473.285,1407.7143999999998,1116.9133333333334,1618.0675,1292.6916666666666,1118.8587,887.7333333333333,394.4055,329.80833333333334,444.4478,315.37333333333333,618.9199,431.9716666666666,73.06439999999999,75.93666666666667,764.5066666666667,2457.836666666667,874.045,284.57,2586.8883333333333,45.88333333333333,260.78333333333336,655.7916666666666,2449.5716666666663,2513.4883333333332,1085.39,46.81333333333334,681.1716666666667,263.35833333333335,1125.29,640.2466666666667,687.9616666666666,818.0400000000001,640.485,2491.2216666666664,380.47,389.6183333333333,1161.7483333333332,1777.9399999999998,443.22333333333336,946.6783333333333,992.86,2490.7083333333335,1110.7,338.72833333333335,2353.125,4227.785,2596.008333333333,2336.5666666666666,1296.9350000000002,2434.56,656.745,570.24,922.3616666666666
14599226-5,JORGE ARTURO CARVAJAL ESCUDERO,II,TOCOPILLA,TOCOPILLA,MINA MEMBRILLO 1 AL 10,CATEGORIA D,20019116,ANTOFAGASTA,TOCOPILLA,TOCOPILLA,POLVORÍN,6999,POLVORIN,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000025124,7546224.0,380722.0,1100,19,PSAD-56,169,INACTIVA,-22.1883313336457,-70.1590132234655,1537.9542,1223.3083333333334,1494.5243,1201.5316666666663,1488.5824,1193.5866666666666,198.3724,194.445,1068.1473999999998,897.7,1079.7137,909.475,1619.9594,1282.785,1790.2608,1392.1433333333334,242.1999,233.9833333333333,578.778,475.8783333333333,156.20520000000002,135.23666666666665,741.905,634.8466666666667,1553.3436000000002,1234.2316666666666,1727.8156,1350.8300000000002,1155.0125,975.4783333333332,194.77833333333334,3250.8166666666666,1792.9033333333332,1203.4283333333333,3379.8683333333333,916.435,1179.6416666666667,1574.65,3242.5516666666667,3306.4683333333332,184.965,908.7666666666667,1600.03,757.4300000000001,244.68833333333333,1559.105,1606.82,151.88333333333333,1559.3433333333335,3284.2066666666665,582.4983333333333,594.9566666666667,2080.6066666666666,2696.798333333333,507.26166666666666,1865.5366666666666,1911.7183333333335,3283.6933333333336,2029.5583333333334,1257.5866666666666,3146.11,5020.77,3388.9933333333333,3129.98,480.12333333333333,3227.9733333333334,1575.6016666666667,382.1433333333333,26.746666666666666
