RutEmpresa,NombreEmpresa,RegionFaena,ProvinciaFaena,ComunaFaena,NombreFaena,CategoriaFaena,IdFaena,RegionInstalacion,ProvinciaInstalacion,ComunaInstalacion,NombreInstalacion,IdTipoInstalacion,TipoInstalacion,RecursoMineroInstalacion,TipoRecursoInstalacion,RecursoPrimarioInstalacion,IdInstalacion,Norte,Este,Cota,Huso,Datum,IdEstado,Estado,Latitud,Longitud,dist_Santiago_km,time_Santiago_min,dist_Valparaíso_km,time_Valparaíso_min,dist_Viña_del_Mar_km,time_Viña_del_Mar_min,dist_Antofagasta_km,time_Antofagasta_min,dist_La_Serena_km,time_La_Serena_min,dist_Coquimbo_km,time_Coquimbo_min,dist_Rancagua_km,time_Rancagua_min,dist_Talca_km,time_Talca_min,dist_Iquique_km,time_Iquique_min,dist_Arica_km,time_Arica_min,dist_Calama_km,time_Calama_min,dist_Copiapó_km,time_Copiapó_min,dist_San_Bernardo_km,time_San_Bernardo_min,dist_Curicó_km,time_Curicó_min,dist_Ovalle_km,time_Ovalle_min,Tiempo_Prt_Antofagasta,Tiempo_Prt_Bahia Agua Fresca,Tiempo_Prt_Bahia De Valdivia,Tiempo_Prt_Bahia De Valparaiso,Tiempo_Prt_Bahia Harris,Tiempo_Prt_Bahia Herradura Guayacan,Tiempo_Prt_Bahia Quintero (Ventanas),Tiempo_Prt_Bahia San Vicente,Tiempo_Prt_Caleta Clarencia,Tiempo_Prt_Caleta Mina Elena,Tiempo_Prt_Caleta Patillos,Tiempo_Prt_Coquimbo,Tiempo_Prt_Coronel,Tiempo_Prt_Huasco,Tiempo_Prt_Iquique,Tiempo_Prt_Lirquen,Tiempo_Prt_Lota,Tiempo_Prt_Mejillones,Tiempo_Prt_Penco,Tiempo_Prt_Port San Juan De La Juan,Tiempo_Prt_Puerto Caldera,Tiempo_Prt_Puerto Calderilla,Tiempo_Prt_Puerto Castro,Tiempo_Prt_Puerto Chacabuco,Tiempo_Prt_Puerto Chanaral,Tiempo_Prt_Puerto De Corral,Tiempo_Prt_Puerto Montt,Tiempo_Prt_Puerto Natales,Tiempo_Prt_Puerto Quemchi,Tiempo_Prt_Puerto San Antonio,Tiempo_Prt_Puerto Sara,Tiempo_Prt_Puerto Williams,Tiempo_Prt_Puerto Yartou,Tiempo_Prt_Punta Delgada,Tiempo_Prt_Rada De Arica,Tiempo_Prt_Rada Punta Arenas,Tiempo_Prt_Talcahuano,Tiempo_Prt_Taltal,Tiempo_Prt_Tocopilla,Es_Estrategica,Region_Norm
12582770-5,RONNY MIRANDA RAMIREZ,IV,CHOAPA,ILLAPEL,SAN DIEGO 1 AL 5,CATEGORIA D,20013206,COQUIMBO,CHOAPA,ILLAPEL,MINA SAN DIEGO 1 AL 5,1291,MINA SUBTERRANEA,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000017198,6493778.0,298265.0,707,19,PSAD-56,8,ACTIVA,-31.676474259839,-71.1302185170423,289.5703,234.9933333333333,246.1404,213.21666666666667,240.1985,205.27166666666665,1125.772,916.52,264.8792,209.165,254.8845,199.42,371.5755,294.47,541.8769,403.8283333333333,1612.0148000000002,1269.29,1822.3679,1445.0683333333334,1323.1591,1040.11,598.7059,482.185,304.9596,245.91666666666663,479.4317,362.515,199.4143,164.645,916.8833333333332,2388.38,804.5883333333334,215.1133333333333,2517.4316666666664,198.26,191.32666666666668,586.3349999999999,2380.115,2444.0316666666668,1237.7666666666669,199.19,611.715,415.735,1277.6666666666667,570.7900000000001,618.505,970.4166666666666,571.0283333333333,2421.765,532.8466666666667,541.995,1092.2916666666667,1708.4833333333331,595.6,877.2216666666667,923.4033333333332,2421.2516666666666,1041.243333333333,269.27166666666665,2283.668333333333,4158.328333333334,2526.5516666666667,2267.11,1449.3116666666667,2365.103333333333,587.2883333333334,722.6166666666667,1074.7383333333337,False,IV
96635170-5,C.C. MINERA OJOS DEL SALADO,III,COPIAPO,TIERRA AMARILLA,PLANTA PEDRO AGUIRRE CERDA,CATEGORIA B,114413,ATACAMA,COPIAPO,TIERRA AMARILLA,TALLER MANTENCION PLANTA,1350,TALLERES Y MAESTRANZA,SULFUROS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000021028,6958396.0,376049.0,516,19,PSAD-56,8,ACTIVA,-27.4954654142163,-70.2568560030717,805.4944,610.4116666666666,762.0644,588.635,756.1225999999999,580.69,555.6349,473.31666666666666,335.6876,284.80333333333334,347.25390000000004,296.5783333333333,887.4996,669.8883333333334,1057.801,779.2466666666667,1041.8777,826.0866666666666,1252.2308,1001.865,753.022,596.9066666666666,18.3094,25.88833333333333,820.8837,621.3349999999999,995.3558,737.9333333333333,422.5526,362.5816666666667,473.6816666666667,2763.798333333333,1180.006666666667,590.5316666666666,2892.85,303.5383333333333,566.745,961.7533333333332,2755.5333333333333,2819.45,794.565,295.87,987.1333333333332,169.84333333333333,834.465,946.2083333333334,993.9233333333334,527.215,946.4466666666668,2797.1833333333334,89.645,98.79333333333334,1467.71,2083.901666666666,152.39833333333334,1252.64,1298.8216666666667,2796.67,1416.6616666666666,644.69,2659.086666666667,4533.746666666667,2901.9700000000003,2642.526666666666,1006.11,2740.52,962.705,279.415,631.5366666666666,False,III
13947941-6,JUAN DURAN DURAN,VI,CACHAPOAL,RANCAGUA,MINA SAN JORGE,CATEGORIA D,20018044,LIBERTADOR GENERAL BERNARDO OHIGGINS,CACHAPOAL,RANCAGUA,MINA SAN JORGE,1291,MINA SUBTERRANEA,COBRE - ORO,RECURSOS MINERALES METÁLICOS,COBRE,2000023077,6229773.0,329491.0,571,19,PSAD-56,8,ACTIVA,-34.0617324009311,-70.849766528931,95.515,93.935,201.8145,165.83666666666667,205.0714,174.16,1424.6291,1123.5983333333331,563.7361999999999,416.2433333333333,553.7416,406.4983333333333,21.4075,37.99333333333333,189.2596,148.29666666666665,1910.8719,1476.368333333333,2121.225,1652.1466666666668,1622.0162,1247.1883333333333,897.563,689.2633333333334,80.1098,80.90333333333334,126.8144,106.98333333333332,498.2714,371.72333333333336,1123.9616666666666,2132.8483333333334,549.0566666666667,168.81333333333333,2261.9,405.3383333333333,212.58166666666665,330.80333333333334,2124.583333333333,2188.5,1444.845,406.2683333333333,356.18333333333334,622.8133333333334,1484.745,315.2583333333333,362.97333333333336,1177.495,315.49666666666667,2166.233333333333,739.925,749.0733333333334,836.76,1452.9516666666668,802.6783333333333,621.69,667.8716666666667,2165.72,785.7116666666666,138.155,2028.1366666666663,3902.7966666666666,2271.02,2011.57,1656.385,2109.563333333333,331.74833333333333,929.69,1281.8116666666667,False,VI
77762940-9,ANGLO AMERICAN SUR S.A.,V,QUILLOTA,NOGALES,DIVISION EL SOLDADO,CATEGORIA A,131872,VALPARAISO,QUILLOTA,NOGALES,MINA EL SOLDADO/TALLER PORTEZUELO,1292,MINA RAJO ABIERTO,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000030135,6386500.0,302400.0,1144,19,PSAD-56,8,ACTIVA,-32.6443312525909,-71.1087901442516,135.2988,115.645,91.8688,93.86833333333334,85.927,85.92333333333333,1221.1332,976.335,360.2403,268.98,350.2457,259.235,217.304,175.12166666666664,387.6054,284.48,1707.376,1329.105,1917.7291,1504.8833333333334,1418.5203,1099.925,694.0671,542.0,150.68810000000002,126.56833333333334,325.16020000000003,243.16666666666663,294.77540000000005,224.46,976.6983333333334,2269.0316666666668,685.24,95.765,2398.083333333333,258.075,71.97833333333332,466.9866666666667,2260.766666666667,2324.6833333333334,1297.5816666666665,259.005,492.3666666666667,475.55,1337.4816666666666,451.44166666666666,499.1566666666667,1030.2316666666668,451.68,2302.4166666666665,592.6616666666666,601.81,972.9433333333332,1589.135,655.4150000000001,757.8733333333333,804.0550000000001,2301.9033333333336,921.895,149.92333333333332,2164.32,4038.98,2407.2033333333334,2147.753333333333,1509.121666666667,2245.7466666666664,467.9316666666667,782.4266666666666,1134.5483333333332,True,V
77479085-3,COMPAÑIA MINERA CARMONA SpA,II,ANTOFAGASTA,TALTAL,"MINA SANTA ROSA 1 Al 38, PERT. 8 Y 14",CATEGORIA C,155672,ANTOFAGASTA,ANTOFAGASTA,TALTAL,CANCHA DE ACOPIO DE MATERIAL,1339,DEPÓSITO RMM - MINERAL DE BAJA LEY,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000006034,7246573.0,372102.0,2009,19,PSAD-56,8,ACTIVA,-24.8936935761181,-70.2683054365384,1189.8238,928.4733333333334,1146.3938999999998,906.6966666666668,1140.452,898.7516666666667,172.2335,156.64,720.017,602.865,731.5833,614.64,1271.829,987.95,1442.1304,1097.3083333333334,658.4763,509.41,868.8294000000001,685.1883333333334,369.6205,280.23,393.7746,340.01166666666666,1205.2131000000002,939.3966666666668,1379.6852,1055.995,806.882,680.6433333333333,157.005,3081.86,1498.0683333333334,908.5933333333334,3210.911666666667,621.6,884.8066666666667,1279.8149999999998,3073.5950000000003,3137.5116666666668,477.8883333333333,613.9316666666667,1305.195,462.595,517.7883333333333,1264.27,1311.985,210.53833333333333,1264.5083333333334,3115.2450000000003,287.6633333333333,300.12166666666667,1785.7716666666668,2401.963333333333,212.42666666666668,1570.7016666666668,1616.8833333333334,3114.7316666666666,1734.7233333333331,962.7516666666668,2977.148333333333,4851.808333333333,3220.0316666666668,2960.588333333333,689.4333333333333,3058.5816666666665,1280.7666666666669,87.30833333333334,314.86,False,II
79963260-8,MINERA LAS CENIZAS S.A.,II,ANTOFAGASTA,TALTAL,PLANTA DE ÓXIDOS,CATEGORIA B,135707,ANTOFAGASTA,ANTOFAGASTA,TALTAL,LIXIAVIACIÓN DE PILAS,3019,LIXIVIACION,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000017191,7147003.0,367623.0,536,19,PSAD-56,8,ACTIVA,-25.7922336480354,-70.3223781079765,1075.5168,830.8516666666667,1032.0869,809.075,1026.145,801.13,279.2441,260.165,605.71,505.2433333333333,617.2763,517.0183333333333,1157.522,890.3283333333333,1327.8234,999.6866666666666,765.4869,612.935,975.84,788.7133333333334,476.6312,383.755,279.4676,242.39,1090.9061000000002,841.775,1265.3782,958.3733333333332,692.5751,583.0216666666668,260.53,2984.238333333333,1400.4466666666667,810.9716666666667,3113.29,523.9783333333334,787.185,1182.1933333333334,2975.9733333333334,3039.89,581.4133333333334,516.31,1207.5733333333333,364.97333333333336,621.3133333333334,1166.6483333333333,1214.3633333333337,314.06333333333333,1166.8866666666663,3017.623333333333,190.04166666666663,202.5,1688.15,2304.3416666666667,114.805,1473.0800000000002,1519.2616666666663,3017.11,1637.1016666666667,865.13,2879.526666666666,4754.1866666666665,3122.4100000000003,2862.9666666666667,792.9583333333334,2960.96,1183.145,66.26333333333334,418.385,False,II
79963260-8,MINERA LAS CENIZAS S.A.,II,ANTOFAGASTA,TALTAL,PLANTA DE ÓXIDOS,CATEGORIA B,135707,ANTOFAGASTA,ANTOFAGASTA,TALTAL,CHANCADO,1342,PLANTA CHANCADO,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000017192,7147505.0,367868.0,850,19,PSAD-56,8,ACTIVA,-25.7877240385093,-70.3198848304745,1075.2999,828.2466666666667,1031.8699,806.4699999999999,1025.9281,798.525,279.0272,257.56,605.4931,502.6383333333333,617.0594,514.4133333333333,1157.3051,887.7233333333334,1327.6065,997.0816666666668,765.27,610.33,975.6231,786.1083333333333,476.4142,381.15,279.2507,239.785,1090.6892,839.17,1265.1613,955.7683333333332,692.3580999999999,580.4166666666666,257.925,2981.633333333333,1397.8416666666667,808.3666666666667,3110.685,521.3733333333333,784.58,1179.5883333333334,2973.3683333333333,3037.2850000000003,578.8083333333333,513.705,1204.9683333333337,362.3683333333333,618.7083333333334,1164.0433333333335,1211.7583333333334,311.4583333333333,1164.2816666666663,3015.018333333333,187.43666666666667,199.895,1685.5449999999998,2301.7366666666667,112.2,1470.475,1516.6566666666663,3014.505,1634.496666666667,862.525,2876.9216666666666,4751.581666666667,3119.805,2860.3616666666667,790.3533333333332,2958.355,1180.54,63.65833333333333,415.78,False,II
96939240-2,CIA. MINERA  MANTOS DE LA LUNA S.A.,II,TOCOPILLA,TOCOPILLA,MANTOS DE LA LUNA,CATEGORIA B,8780,ANTOFAGASTA,TOCOPILLA,TOCOPILLA,POLVORIN,6999,POLVORIN,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000019027,7525045.0,377458.0,1319,19,PSAD-56,8,ACTIVA,-22.3793938953344,-70.1922901468512,1504.2555,1201.45,1460.8256,1179.6733333333332,1454.8837,1171.7283333333332,164.6736,172.58666666666667,1034.4487,875.8416666666667,1046.015,887.6166666666667,1586.2607,1260.9266666666667,1756.5621,1370.285,279.7892,282.2883333333333,600.1484,505.40333333333336,177.5755,164.76166666666668,708.2063,612.9883333333333,1519.6448,1212.3733333333332,1694.1169,1328.9716666666668,1121.3137,953.62,172.92000000000002,3280.3416666666667,1771.0449999999998,1181.57,3409.393333333333,894.5766666666666,1157.7833333333333,1552.7916666666667,3272.076666666667,3335.9933333333333,233.27,886.9083333333333,1578.1716666666666,735.5716666666667,292.9933333333333,1537.246666666667,1584.9616666666666,130.025,1537.485,3313.7316666666666,560.64,573.0983333333334,2058.748333333333,2674.94,485.40333333333336,1843.6783333333333,1889.86,3313.218333333333,2007.7,1235.7283333333332,3175.635,5050.295,3418.518333333333,3159.505,509.64833333333337,3257.498333333333,1553.743333333333,360.285,75.68166666666666,False,II
78200830-7,MINERA CEMIN-PULLALLI SPA,V,SAN FELIPE,CATEMU,PLANTA CATEMU,CATEGORIA B,138026,VALPARAISO,SAN FELIPE,CATEMU,PLANTA CHANCADO N°2,1342,PLANTA CHANCADO,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000038178,6373091.0,313460.0,469,19,PSAD-56,8,ACTIVA,-32.7671388274111,-70.9936310799738,101.7179,80.73833333333333,101.7111,88.26666666666667,95.7692,80.32166666666667,1255.5703,988.6483333333332,394.6774,281.2933333333333,384.6827,271.54833333333335,183.7231,140.215,354.0245,249.57333333333327,1741.813,1341.4183333333335,1952.1661,1517.1966666666667,1452.9573,1112.2383333333337,728.5041,554.3133333333334,117.1073,91.66166666666666,291.5793,208.26,329.2125,236.7733333333333,989.0116666666668,2234.125,650.3333333333334,90.16333333333334,2363.1766666666667,270.3883333333333,77.63166666666666,432.08,2225.86,2289.776666666666,1309.895,271.3183333333333,457.46,487.8633333333333,1349.7949999999998,416.535,464.25,1042.5449999999998,416.77333333333337,2267.51,604.975,614.1233333333333,938.0366666666666,1554.2283333333332,667.7283333333332,722.9666666666667,769.1483333333333,2266.9966666666664,886.9883333333333,144.32166666666666,2129.4133333333334,4004.073333333333,2372.2966666666666,2112.846666666667,1521.4350000000002,2210.84,433.025,794.74,1146.861666666667,False,V
78200830-7,MINERA CEMIN-PULLALLI SPA,V,SAN FELIPE,CATEMU,PLANTA CATEMU,CATEGORIA B,138026,VALPARAISO,SAN FELIPE,CATEMU,TALLER MECANICO AUTOMOTRIZ,1350,TALLERES Y MAESTRANZA,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000038182,6373091.0,313460.0,469,19,PSAD-56,8,ACTIVA,-32.7671388274111,-70.9936310799738,101.7179,80.73833333333333,101.7111,88.26666666666667,95.7692,80.32166666666667,1255.5703,988.6483333333332,394.6774,281.2933333333333,384.6827,271.54833333333335,183.7231,140.215,354.0245,249.57333333333327,1741.813,1341.4183333333335,1952.1661,1517.1966666666667,1452.9573,1112.2383333333337,728.5041,554.3133333333334,117.1073,91.66166666666666,291.5793,208.26,329.2125,236.7733333333333,989.0116666666668,2234.125,650.3333333333334,90.16333333333334,2363.1766666666667,270.3883333333333,77.63166666666666,432.08,2225.86,2289.776666666666,1309.895,271.3183333333333,457.46,487.8633333333333,1349.7949999999998,416.535,464.25,1042.5449999999998,416.77333333333337,2267.51,604.975,614.1233333333333,938.0366666666666,1554.2283333333332,667.7283333333332,722.9666666666667,769.1483333333333,2266.9966666666664,886.9883333333333,144.32166666666666,2129.4133333333334,4004.073333333333,2372.2966666666666,2112.846666666667,1521.4350000000002,2210.84,433.025,794.74,1146.861666666667,False,V
61704000-K,CORPORACION NACIONAL DEL COBRE (CODELCO),II,ANTOFAGASTA,SIERRA GORDA,DIVISIÓN GABRIELA MISTRAL,CATEGORIA A,1535832,ANTOFAGASTA,ANTOFAGASTA,SIERRA GORDA,PATIO CONTRATISTAS,1349,CAMPAMENTO,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000044176,7408068.0,517762.0,2590,19,PSAD-56,8,ACTIVA,-23.4403860129194,-68.8281331732303,1524.8057,1285.8733333333332,1481.3757,1264.0966666666668,1475.4338,1256.1516666666669,209.5599,276.74666666666667,1054.9988,960.265,1066.5651,972.04,1606.8108,1345.35,1777.1123,1454.7083333333333,508.8288,480.90833333333336,719.1819,656.6866666666666,125.4486,191.85166666666663,728.7565,697.4116666666666,1540.195,1296.7966666666666,1714.667,1413.395,1141.8638999999998,1038.0433333333333,277.80333333333334,3284.045,1855.4683333333332,1265.993333333333,3413.0966666666664,979.0,1242.2066666666665,1637.215,3275.78,3339.6966666666663,464.1816666666667,971.3316666666668,1662.595,819.995,489.2866666666667,1621.6699999999998,1669.385,309.65166666666664,1621.9083333333333,3317.435,645.0633333333334,657.5216666666668,2143.1716666666666,2759.363333333333,569.8266666666666,1928.1016666666667,1974.2833333333333,3316.9216666666666,2092.123333333333,1320.1516666666669,3179.338333333333,5053.998333333334,3422.2216666666664,3163.208333333333,660.9316666666667,3261.201666666667,1638.1666666666667,444.7083333333333,315.21666666666664,True,II
61703000-4,EMPRESA NACIONAL DE MINERIA (ENAMI),III,COPIAPO,COPIAPO,PLANTA MATTA,CATEGORIA A,153578,ATACAMA,COPIAPO,COPIAPO,PLANTA DE CHANCADO OXIDOS,1342,PLANTA CHANCADO,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000001031,6967701.0,376666.0,364,19,PSAD-56,8,ACTIVA,-27.411538340609,-70.2496642194981,809.8703,612.6683333333333,766.4404000000001,590.8916666666667,760.4985,582.9466666666667,536.8887,464.8466666666666,340.0635,287.06,351.6298,298.835,891.8755,672.145,1062.1769,781.5033333333333,1023.1315,817.6166666666667,1233.4846,993.395,734.2758,588.4366666666666,10.7725,18.716666666666665,825.2596,623.5916666666667,999.7317,740.19,426.9285,364.8383333333333,465.2116666666667,2766.055,1182.263333333333,592.7883333333334,2895.1066666666666,305.795,569.0016666666667,964.01,2757.79,2821.7066666666665,786.0949999999999,298.12666666666667,989.39,172.1,825.995,948.465,996.18,518.745,948.7033333333331,2799.44,82.47333333333333,91.62166666666668,1469.9666666666667,2086.1583333333333,145.22666666666666,1254.8966666666668,1301.0783333333334,2798.9266666666667,1418.9183333333335,646.9466666666667,2661.343333333333,4536.003333333333,2904.226666666667,2644.7833333333333,997.64,2742.776666666666,964.9616666666666,270.945,623.0666666666667,True,III
77202800-8,COMPAÑIA MINERA POTRERILLOS LTDA.,IV,LIMARI,OVALLE,FAENA  EMILIA,SIN CATEGORIA,6030,COQUIMBO,LIMARI,OVALLE,BOTADERO MINAS JUANA-EMILIA-MIRADOR,1337,DEPÓSITO RMM - ESTÉRILES,SULFUROS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000001032,6604819.0,288396.0,480,19,PSAD-56,8,ACTIVA,-30.6735601473338,-71.2108676571944,403.4649,291.195,360.03490000000005,269.4183333333333,354.0931,261.4733333333333,963.4588,809.3833333333333,100.0391,101.30666666666666,125.3817,97.15666666666668,485.4701,350.6716666666667,655.7715,460.03,1449.7016,1162.1533333333332,1660.0547,1337.9316666666666,1160.8458,932.9733333333334,436.3927,375.04833333333335,418.8542,302.1183333333333,593.3263000000001,418.7166666666666,11.7655,20.026666666666664,809.7466666666667,2444.5816666666665,860.7900000000001,271.315,2573.633333333333,95.99666666666668,247.5283333333333,642.5366666666666,2436.3166666666666,2500.233333333333,1130.63,96.92666666666668,667.9166666666666,308.59833333333336,1170.53,626.9916666666667,674.7066666666667,863.2800000000001,627.23,2477.9666666666667,425.71,434.85833333333335,1148.493333333333,1764.6850000000002,488.4633333333333,933.4233333333334,979.605,2477.4533333333334,1097.445,325.47333333333336,2339.8700000000003,4214.53,2582.7533333333336,2323.311666666667,1342.195,2421.305,643.49,615.5,967.6216666666668,False,IV
79587210-8,MINERA ESCONDIDA LTDA.,II,ANTOFAGASTA,ANTOFAGASTA,MINA ESCONDIDA,CATEGORIA A,140010,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,PLANTA CONCENTRADORA LOS COLORADOS,1307,PLANTA CONCENTRADORA,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000003052,7316786.0,494151.0,2954,19,PSAD-56,8,ACTIVA,-24.2649511958852,-69.0596534924041,1436.8355,1188.7283333333332,1393.4055,1166.9516666666668,1387.4636,1159.006666666667,174.6749,261.4916666666667,967.0286,863.12,978.595,874.895,1518.8407,1248.2050000000002,1689.1421,1357.5633333333333,659.9667,613.8133333333334,870.3198000000001,789.5916666666667,371.111,384.6333333333333,640.7863000000001,600.2666666666667,1452.2248,1199.6516666666669,1626.6968,1316.25,1053.8937,940.8983333333332,261.8566666666667,3342.115,1758.3233333333333,1168.8483333333331,3471.1666666666665,881.855,1145.0616666666667,1540.07,3333.85,3397.766666666667,582.2916666666666,874.1866666666666,1565.45,722.85,622.1916666666667,1524.525,1572.24,314.94166666666666,1524.763333333333,3375.5,547.9183333333333,560.3766666666667,2046.0266666666669,2662.218333333333,472.6816666666667,1830.9566666666665,1877.138333333333,3374.9866666666667,1994.9783333333328,1223.006666666667,3237.4033333333336,5112.0633333333335,3480.286666666667,3220.843333333333,793.8366666666666,3318.836666666667,1541.0216666666668,356.5816666666667,419.2633333333333,True,II
76246754-2,ALONSO ALVARO BERRIOS SANTANDER MINERÍA E.I.R.L,II,ANTOFAGASTA,TALTAL,"MINA LA PERDIDA  1 AL 20, PIQUE 1 Y 3",CATEGORIA C,114690,ANTOFAGASTA,ANTOFAGASTA,TALTAL,BOTADERO DE ESTÉRIL,1337,DEPÓSITO RMM - ESTÉRILES,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000011079,7190788.0,378995.0,1324,19,PSAD-56,8,ACTIVA,-25.3979238609699,-70.2050079346595,1121.4685,881.4966666666667,1078.0386,859.7199999999999,1072.0967,851.775,262.8975,240.24,651.6617,555.8883333333334,663.228,567.6633333333334,1203.4737,940.9733333333334,1373.7751,1050.3316666666667,749.1403,593.01,959.4934,768.7883333333334,460.2846,363.83,325.4193,293.035,1136.8579,892.42,1311.3299,1009.0183333333332,738.5268000000001,633.6666666666666,240.605,3034.883333333333,1451.0916666666667,861.6166666666667,3163.935,574.6233333333333,837.83,1232.8383333333334,3026.6183333333333,3090.5350000000003,561.4883333333333,566.955,1258.2183333333337,415.6183333333333,601.3883333333334,1217.2933333333335,1265.0083333333334,294.1383333333333,1217.5316666666663,3068.268333333333,240.68666666666667,253.145,1738.7949999999998,2354.9866666666667,165.45,1523.725,1569.9066666666663,3067.755,1687.746666666667,915.775,2930.1716666666666,4804.831666666667,3173.055,2913.6116666666667,773.0333333333333,3011.605,1233.79,72.14,398.46,False,II
61704000-K,CORPORACION NACIONAL DEL COBRE (CODELCO),V,LOS ANDES,LOS ANDES,CODELCO CHILE DIVISION ANDINA,CATEGORIA A,153583,VALPARAISO,LOS ANDES,LOS ANDES,TRANQUE PIUQUENES,1294,DEPÓSITO - TRANQUE DE RELAVES,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000015071,6348800.0,382900.0,2157,19,PSAD-56,8,ACTIVA,-32.9957998454538,-70.2555997441606,125.6198,132.48,181.701,171.82000000000002,175.75910000000002,163.875,1335.5601,1072.2016666666666,474.6673,364.8466666666666,464.6726,355.10166666666663,207.625,191.95666666666665,377.9264,301.315,1821.8029,1424.9716666666668,2032.156,1600.75,1532.9472,1195.7916666666667,808.494,637.8666666666667,141.00910000000002,143.40333333333334,315.4812,260.00166666666667,409.2024,320.32666666666665,1072.565,2285.866666666667,702.075,173.71666666666667,2414.918333333333,353.94166666666666,161.185,483.82166666666666,2277.601666666667,2341.518333333333,1393.4483333333333,354.87166666666667,509.20166666666665,571.4166666666666,1433.3483333333331,468.2766666666666,515.9916666666667,1126.0983333333331,468.515,2319.2516666666666,688.5283333333333,697.6766666666666,989.7783333333332,1605.97,751.2816666666666,774.7083333333334,820.89,2318.738333333333,938.73,205.75666666666663,2181.155,4055.815,2424.038333333333,2164.5883333333336,1604.9883333333337,2262.5816666666665,484.76666666666665,878.2933333333333,1230.415,True,V
79963260-8,MINERA LAS CENIZAS S.A.,II,ANTOFAGASTA,TALTAL,PLANTA DE ÓXIDOS,CATEGORIA B,135707,ANTOFAGASTA,ANTOFAGASTA,TALTAL,ACOPIO MINERAL,1339,DEPÓSITO RMM - MINERAL DE BAJA LEY,OXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000017194,7147079.0,367890.0,819,19,PSAD-56,8,ACTIVA,-25.7915717409638,-70.3197080281408,1075.2777,827.9816666666667,1031.8478,806.205,1025.9059,798.26,279.005,257.295,605.4709,502.3733333333333,617.0372,514.1483333333333,1157.2829,887.4583333333334,1327.5843,996.8166666666668,765.2478000000001,610.065,975.6009,785.8433333333334,476.3921,380.885,279.2285,239.52,1090.667,838.9050000000001,1265.1391,955.5033333333332,692.336,580.1516666666666,257.66,2981.3683333333333,1397.5766666666668,808.1016666666667,3110.42,521.1083333333333,784.315,1179.3233333333333,2973.103333333333,3037.02,578.5433333333333,513.44,1204.7033333333334,362.10333333333335,618.4433333333333,1163.7783333333332,1211.493333333333,311.1933333333333,1164.0166666666669,3014.7533333333336,187.17166666666665,199.63,1685.28,2301.4716666666664,111.935,1470.21,1516.3916666666669,3014.24,1634.2316666666666,862.26,2876.6566666666668,4751.316666666667,3119.54,2860.0966666666664,790.0883333333334,2958.09,1180.275,63.39333333333333,415.515,False,II
61704000-K,CORPORACION NACIONAL DEL COBRE (CODELCO),V,LOS ANDES,LOS ANDES,CODELCO CHILE DIVISION ANDINA,CATEGORIA A,153583,VALPARAISO,LOS ANDES,LOS ANDES,PLANTA DE PROCESAMIENTO/CAL N°1,1348,ADMINISTRACIÓN - OFICINA,SULFUROS Y ÓXIDOS DE COBRE,RECURSOS MINERALES METÁLICOS,COBRE,2000022030,6337740.0,383137.0,2832,19,PSAD-56,8,ACTIVA,-33.095562791548,-70.254476725882,136.742,159.17000000000002,192.8232,198.51,186.8813,190.565,1346.6824,1098.8916666666669,485.7895,391.5366666666667,475.7948,381.7916666666667,218.7472,218.64666666666665,389.0486,328.005,1832.9252,1451.6616666666666,2043.2783,1627.4399999999998,1544.0694,1222.4816666666666,819.6163,664.5566666666667,152.1314,170.09333333333333,326.6034,286.69166666666666,420.3246,347.01666666666665,1099.255,2312.5566666666664,728.765,200.40666666666667,2441.608333333333,380.6316666666667,187.875,510.51166666666666,2304.2916666666665,2368.208333333333,1420.138333333333,381.56166666666667,535.8916666666667,598.1066666666667,1460.0383333333334,494.9666666666666,542.6816666666667,1152.7883333333334,495.205,2345.9416666666666,715.2183333333334,724.3666666666667,1016.4683333333334,1632.66,777.9716666666667,801.3983333333333,847.58,2345.4283333333337,965.42,232.44666666666663,2207.8450000000003,4082.505,2450.728333333333,2191.2783333333336,1631.6783333333333,2289.2716666666665,511.4566666666667,904.9833333333332,1257.105,True,V
